postal_code,patient_count,year,source_flag
A0M4X0,8,2021,synthetic
A0M4Y9,3,2021,synthetic
A0M5V3,3,2021,synthetic
A0M5V5,0,2021,synthetic
A0M6X7,4,2021,synthetic
A0M7V7,0,2021,synthetic
A0M8K4,2,2021,synthetic
A0N0J0,9,2021,synthetic
A0N1N9,15,2021,synthetic
A0N1Y8,6,2021,synthetic
A0N3X7,15,2021,synthetic
A0N4J1,10,2021,synthetic
A0N4T5,7,2021,synthetic
A0N5L7,17,2021,synthetic
A0N6K1,1,2021,synthetic
A0N7B2,12,2021,synthetic
A0N7K5,8,2021,synthetic
A0N7P0,11,2021,synthetic
A0N7X2,17,2021,synthetic
A0N9R4,69,2021,synthetic
A0P0P7,6,2021,synthetic
A0P0S1,6,2021,synthetic
A0P1C0,0,2021,synthetic
A0P1K6,4,2021,synthetic
A0P2A4,2,2021,synthetic
A0P5G2,2,2021,synthetic
A0P5K7,2,2021,synthetic
A0P5Y5,5,2021,synthetic
A0P6P6,1,2021,synthetic
A0P6X8,7,2021,synthetic
A0P9Y8,2,2021,synthetic
A0R2Y7,0,2021,synthetic
A0R4N6,4,2021,synthetic
A0R4V0,7,2021,synthetic
A0R5A3,3,2021,synthetic
A0R5H6,5,2021,synthetic
A0R5J8,1,2021,synthetic
A0R8N5,6,2021,synthetic
A0R9S2,7,2021,synthetic
A0S1J6,6,2021,synthetic
A0S2C4,9,2021,synthetic
A0S3C9,9,2021,synthetic
A0S4S9,5,2021,synthetic
A0S5N2,9,2021,synthetic
A0T1P2,3,2021,synthetic
A0T2X2,3,2021,synthetic
A0V3N5,2,2021,synthetic
A0V4E9,2,2021,synthetic
A0V4H4,0,2021,synthetic
A0V7S6,4,2021,synthetic
A0V8A1,1,2021,synthetic
A0V9A0,4,2021,synthetic
A0V9P2,0,2021,synthetic
A0V9S1,4,2021,synthetic
A0X0B8,5,2021,synthetic
A0X0C7,2,2021,synthetic
A0X1B7,8,2021,synthetic
A0X1K9,1,2021,synthetic
A0X1R1,0,2021,synthetic
A0X3J5,3,2021,synthetic
A0X4X5,3,2021,synthetic
A0X5Y5,0,2021,synthetic
A0X6H7,0,2021,synthetic
A0X7A6,3,2021,synthetic
A0X8C0,1,2021,synthetic
A0X9A2,1,2021,synthetic
A0Y1P9,8,2021,synthetic
A0Y7T0,2,2021,synthetic
A0Y9P6,3,2021,synthetic
A1A1A3,3,2021,synthetic
A1A6P1,6,2021,synthetic
A1A7H0,1,2021,synthetic
A1B0A2,2,2021,synthetic
A1B1C9,6,2021,synthetic
A1B3X5,11,2021,synthetic
A1B4L7,4,2021,synthetic
A1B5G0,2,2021,synthetic
A1B9M8,6,2021,synthetic
A1C4H9,2,2021,synthetic
A1C5V2,4,2021,synthetic
A1C7G9,0,2021,synthetic
A1C9Y2,5,2021,synthetic
A1E1L7,6,2021,synthetic
A1E3N0,3,2021,synthetic
A1E5B5,3,2021,synthetic
A1E5G9,2,2021,synthetic
A1E5P8,2,2021,synthetic
A1E6L1,4,2021,synthetic
A1E6S0,6,2021,synthetic
A1G1T7,3,2021,synthetic
A1G1V5,9,2021,synthetic
A1G2G2,4,2021,synthetic
A1G4N3,9,2021,synthetic
A1G4N6,0,2021,synthetic
A1G5N8,2,2021,synthetic
A1G5T3,2,2021,synthetic
A1G7N7,14,2021,synthetic
A1G7S6,1,2021,synthetic
A1H0B3,1,2021,synthetic
A1H2A4,4,2021,synthetic
A1H3X2,4,2021,synthetic
A1H4J4,3,2021,synthetic
A1H5X3,1,2021,synthetic
A1H6Y1,5,2021,synthetic
A1H9V3,1,2021,synthetic
A1J0R4,8,2021,synthetic
A1J1B1,0,2021,synthetic
A1J1R1,3,2021,synthetic
A1J5G2,2,2021,synthetic
A1J7T6,3,2021,synthetic
A1J9X7,2,2021,synthetic
A1K4J9,3,2021,synthetic
A1K4P9,3,2021,synthetic
A1K7A6,1,2021,synthetic
A1L1K2,4,2021,synthetic
A1L2K7,4,2021,synthetic
A1L3H6,3,2021,synthetic
A1L8B5,3,2021,synthetic
A1M0K3,8,2021,synthetic
A1M1N4,2,2021,synthetic
A1M2C3,5,2021,synthetic
A1M2R6,4,2021,synthetic
A1M2Y7,3,2021,synthetic
A1M3V2,2,2021,synthetic
A1M6P9,3,2021,synthetic
A1M7Y8,1,2021,synthetic
A1M8N8,1,2021,synthetic
A1N0H6,6,2021,synthetic
A1N0S3,2,2021,synthetic
A1N4V9,2,2021,synthetic
A1N5M9,1,2021,synthetic
A1N6C9,4,2021,synthetic
A1N8R8,3,2021,synthetic
A1P0P8,4,2021,synthetic
A1P0V6,9,2021,synthetic
A1P1K4,8,2021,synthetic
A1P3H7,4,2021,synthetic
A1P6S6,6,2021,synthetic
A1P9L0,0,2021,synthetic
A1R3J8,3,2021,synthetic
A1R3X5,0,2021,synthetic
A1R5V9,7,2021,synthetic
A1R7J1,2,2021,synthetic
A1R7V8,3,2021,synthetic
A1R8H2,4,2021,synthetic
A1R9P9,0,2021,synthetic
A1R9T7,0,2021,synthetic
A1S2B1,0,2021,synthetic
A1S2L7,0,2021,synthetic
A1S3G9,0,2021,synthetic
A1S3H8,0,2021,synthetic
A1S5L3,0,2021,synthetic
A1S6L5,0,2021,synthetic
A1S7P8,0,2021,synthetic
A1T0K8,0,2021,synthetic
A1T1A5,0,2021,synthetic
A1T2X3,0,2021,synthetic
A1T2Y3,0,2021,synthetic
A1T4V5,0,2021,synthetic
A1T5N3,0,2021,synthetic
A1T6S6,0,2021,synthetic
A1T7H2,0,2021,synthetic
A1T7R0,0,2021,synthetic
A1V0S9,0,2021,synthetic
A1V1G1,0,2021,synthetic
A1V3R4,0,2021,synthetic
A1V4M6,0,2021,synthetic
A1V6C5,5,2021,synthetic
A1V8Y2,8,2021,synthetic
A1X0N9,10,2021,synthetic
A1X1S8,4,2021,synthetic
A1X6B4,6,2021,synthetic
A1X9L7,1,2021,synthetic
A1Y0J1,3,2021,synthetic
A1Y0Y5,5,2021,synthetic
A1Y1L7,0,2021,synthetic
A1Y2X5,0,2021,synthetic
A1Y5G5,0,2021,synthetic
A1Y6J3,4,2021,synthetic
A1Y6L6,0,2021,synthetic
A1Y6S3,0,2021,synthetic
A1Y7N8,0,2021,synthetic
A2A1J5,1,2021,synthetic
A2A6M7,3,2021,synthetic
A2A8T0,2,2021,synthetic
A2A9V3,3,2021,synthetic
A2B0N2,2,2021,synthetic
A2B1A9,3,2021,synthetic
A2B2Y4,2,2021,synthetic
A2B3H7,10,2021,synthetic
A2B5N0,2,2021,synthetic
A2B6G0,3,2021,synthetic
A2B6V9,5,2021,synthetic
A2B7X3,15,2021,synthetic
A2C0P0,5,2021,synthetic
A2C0T1,3,2021,synthetic
A2C1G3,1,2021,synthetic
A2C3P6,7,2021,synthetic
A2C4M1,2,2021,synthetic
A2C5X0,6,2021,synthetic
A2C9N5,0,2021,synthetic
A2E2V1,0,2021,synthetic
A2E4L4,8,2021,synthetic
A2E9J7,4,2021,synthetic
A2E9P3,3,2021,synthetic
A2G6M3,5,2021,synthetic
A2H1J6,6,2021,synthetic
A2H1M6,1,2021,synthetic
A2H1R4,4,2021,synthetic
A2H2H6,2,2021,synthetic
A2H2K3,0,2021,synthetic
A2J0E5,0,2021,synthetic
A2J0X1,0,2021,synthetic
A2J3Y8,1,2021,synthetic
A2J4P4,0,2021,synthetic
A2J5J6,6,2021,synthetic
A2J7V8,4,2021,synthetic
A2J8L2,3,2021,synthetic
A2J9L6,3,2021,synthetic
A2J9V3,0,2021,synthetic
A2K8N2,1,2021,synthetic
A2K8N5,1,2021,synthetic
A2L4H9,2,2021,synthetic
A2L4K4,5,2021,synthetic
A2L7S1,2,2021,synthetic
A2L9L4,3,2021,synthetic
A2M1G5,2,2021,synthetic
A2M1J4,3,2021,synthetic
A2M1X4,1,2021,synthetic
A2M3S1,4,2021,synthetic
A2M6L6,1,2021,synthetic
A2M6L9,1,2021,synthetic
A2M7G0,8,2021,synthetic
A2M7R8,5,2021,synthetic
A2M9P4,2,2021,synthetic
A2N1N8,6,2021,synthetic
A2N4L2,0,2021,synthetic
A2N4R9,4,2021,synthetic
A2N5A1,5,2021,synthetic
A2N5X0,3,2021,synthetic
A2N6A1,2,2021,synthetic
A2N6E1,0,2021,synthetic
A2N7N4,0,2021,synthetic
A2P0A9,3,2021,synthetic
A2P2K2,2,2021,synthetic
A2P2Y0,2,2021,synthetic
A2P4Y3,2,2021,synthetic
A2P5R6,9,2021,synthetic
A2P6V0,1,2021,synthetic
A2P8C8,1,2021,synthetic
A2P8T2,3,2021,synthetic
A2R0S6,2,2021,synthetic
A2R2M2,1,2021,synthetic
A2R4H1,2,2021,synthetic
A2R4R8,2,2021,synthetic
A2R4S6,5,2021,synthetic
A2R7C8,1,2021,synthetic
A2R8L5,4,2021,synthetic
A2R8N0,6,2021,synthetic
A2R9R4,1,2021,synthetic
A2S0N4,0,2021,synthetic
A2S0Y9,2,2021,synthetic
A2S1Y1,5,2021,synthetic
A2S2A1,2,2021,synthetic
A2S5J3,4,2021,synthetic
A2S5T3,3,2021,synthetic
A2S8A1,6,2021,synthetic
A2S8J2,0,2021,synthetic
A2T0V3,2,2021,synthetic
A2T1N8,1,2021,synthetic
A2T5C3,4,2021,synthetic
A2T7C6,0,2021,synthetic
A2T9C4,4,2021,synthetic
A2T9T4,2,2021,synthetic
A2V0C0,5,2021,synthetic
A2V3T6,0,2021,synthetic
A2V6M2,12,2021,synthetic
A2V7B9,4,2021,synthetic
A2V8X8,1,2021,synthetic
A2V9X3,3,2021,synthetic
A2X0C4,4,2021,synthetic
A2X2R0,13,2021,synthetic
A2X3B2,7,2021,synthetic
A2X4K3,5,2021,synthetic
A2X4X9,0,2021,synthetic
A2X5K0,5,2021,synthetic
A2X5R4,12,2021,synthetic
A2X6M4,17,2021,synthetic
A2X6N0,10,2021,synthetic
A2Y0L0,16,2021,synthetic
A2Y1T7,10,2021,synthetic
A2Y8R4,4,2021,synthetic
A3A1L8,5,2021,synthetic
A3A2Y0,4,2021,synthetic
A3A3T2,4,2021,synthetic
A3A4X5,7,2021,synthetic
A3A7R9,4,2021,synthetic
A3B2K3,9,2021,synthetic
A3B3G6,3,2021,synthetic
A3B3M3,5,2021,synthetic
A3B3X3,3,2021,synthetic
A3B4K3,4,2021,synthetic
A3B5E1,2,2021,synthetic
A3B6Y1,1,2021,synthetic
A3B8S9,1,2021,synthetic
A3C0T9,4,2021,synthetic
A3C1G0,7,2021,synthetic
A3C4X0,10,2021,synthetic
A3C5S8,6,2021,synthetic
A3C6K2,13,2021,synthetic
A3C9L3,6,2021,synthetic
A3C9T2,4,2021,synthetic
A3E2T5,2,2021,synthetic
A3E3G1,1,2021,synthetic
A3E5G9,3,2021,synthetic
A3G0R1,4,2021,synthetic
A3G0X9,0,2021,synthetic
A3G4R7,0,2021,synthetic
A3G5P7,1,2021,synthetic
A3G6V1,4,2021,synthetic
A3G9G4,0,2021,synthetic
A3H0B0,9,2021,synthetic
A3H3E0,4,2021,synthetic
A3H4L2,4,2021,synthetic
A3H6Y7,2,2021,synthetic
A3H7X0,6,2021,synthetic
A3H8A8,3,2021,synthetic
A3H9T7,4,2021,synthetic
A3J0A8,5,2021,synthetic
A3J0T6,0,2021,synthetic
A3J1H0,1,2021,synthetic
A3J2A1,1,2021,synthetic
A3J2E1,1,2021,synthetic
A3K1E0,2,2021,synthetic
A3K3A0,0,2021,synthetic
A3K3T1,14,2021,synthetic
A3K4C3,0,2021,synthetic
A3K4E3,1,2021,synthetic
A3K8E1,1,2021,synthetic
A3K8M7,6,2021,synthetic
A3L7N3,3,2021,synthetic
A3L8B7,2,2021,synthetic
A3L8K7,4,2021,synthetic
A3L8M0,0,2021,synthetic
A3L8T6,3,2021,synthetic
A3M1H1,1,2021,synthetic
A3M9Y5,4,2021,synthetic
A3N1L2,3,2021,synthetic
A3N1V6,0,2021,synthetic
A3N2E5,3,2021,synthetic
A3N2T3,2,2021,synthetic
A3N4V8,6,2021,synthetic
A3N7H3,2,2021,synthetic
A3N8K4,3,2021,synthetic
A3N9N7,5,2021,synthetic
A3P0B5,10,2021,synthetic
A3P0C3,4,2021,synthetic
A3P2E3,0,2021,synthetic
A3P2G1,1,2021,synthetic
A3P2H5,0,2021,synthetic
A3P3K3,1,2021,synthetic
A3P3S6,4,2021,synthetic
A3P5C7,6,2021,synthetic
A3P6G9,0,2021,synthetic
A3P6V0,2,2021,synthetic
A3R2X3,0,2021,synthetic
A3R3V6,7,2021,synthetic
A3R9L7,1,2021,synthetic
A3S4R7,3,2021,synthetic
A3S7C8,3,2021,synthetic
A3T0Y7,1,2021,synthetic
A3T5C5,2,2021,synthetic
A3T8K4,2,2021,synthetic
A3T9K8,1,2021,synthetic
A3V2A6,0,2021,synthetic
A3V3L5,0,2021,synthetic
A3V5K5,5,2021,synthetic
A3V7M0,8,2021,synthetic
A3V7T1,8,2021,synthetic
A3V9X8,4,2021,synthetic
A3X1T9,6,2021,synthetic
A3X1V2,2,2021,synthetic
A3X4L0,6,2021,synthetic
A3X5R2,0,2021,synthetic
A3X9L6,4,2021,synthetic
A3Y0N3,2,2021,synthetic
A3Y1A4,0,2021,synthetic
A3Y1M4,6,2021,synthetic
A3Y2B5,5,2021,synthetic
A3Y2G1,4,2021,synthetic
A3Y2L7,2,2021,synthetic
A3Y2Y3,4,2021,synthetic
A3Y4J4,3,2021,synthetic
A3Y7G4,4,2021,synthetic
A3Y8K7,0,2021,synthetic
A3Y8S3,3,2021,synthetic
A3Y9X5,1,2021,synthetic
A4A2T8,3,2021,synthetic
A4A4T8,3,2021,synthetic
A4A6A7,1,2021,synthetic
A4A6X7,1,2021,synthetic
A4A7J8,10,2021,synthetic
A4A7N9,5,2021,synthetic
A4A8T2,12,2021,synthetic
A4B0C0,3,2021,synthetic
A4B1M5,0,2021,synthetic
A4B2B9,5,2021,synthetic
A4B2L3,3,2021,synthetic
A4B5K6,1,2021,synthetic
A4B8N6,6,2021,synthetic
A4C4N5,6,2021,synthetic
A4C4Y6,6,2021,synthetic
A4C5A5,5,2021,synthetic
A4C7C5,4,2021,synthetic
A4C8E7,5,2021,synthetic
A4C9H0,5,2021,synthetic
A4E0B7,10,2021,synthetic
A4E0L1,1,2021,synthetic
A4E2A4,0,2021,synthetic
A4E4A9,4,2021,synthetic
A4E6P8,2,2021,synthetic
A4E7E6,1,2021,synthetic
A4E7V9,5,2021,synthetic
A4E9P5,7,2021,synthetic
A4G1A3,4,2021,synthetic
A4G1E5,6,2021,synthetic
A4G2E5,2,2021,synthetic
A4G3J9,6,2021,synthetic
A4G5S5,8,2021,synthetic
A4G9K1,2,2021,synthetic
A4H2M6,0,2021,synthetic
A4H3V8,0,2021,synthetic
A4H4K1,9,2021,synthetic
A4J4N5,1,2021,synthetic
A4J5H3,6,2021,synthetic
A4K2J0,7,2021,synthetic
A4K3P5,9,2021,synthetic
A4K3V7,9,2021,synthetic
A4L0T5,3,2021,synthetic
A4L2R6,3,2021,synthetic
A4L2X8,6,2021,synthetic
A4L3B4,2,2021,synthetic
A4L4A8,6,2021,synthetic
A4L5M3,7,2021,synthetic
A4L6B4,1,2021,synthetic
A4M1G0,8,2021,synthetic
A4M4X8,1,2021,synthetic
A4M6C7,8,2021,synthetic
A4M6K5,5,2021,synthetic
A4M9H4,4,2021,synthetic
A4N1J4,3,2021,synthetic
A4N1P6,6,2021,synthetic
A4N2V7,22,2021,synthetic
A4N4N4,4,2021,synthetic
A4P0L4,7,2021,synthetic
A4P1N6,4,2021,synthetic
A4P8N9,6,2021,synthetic
A4P9P3,2,2021,synthetic
A4R3X8,3,2021,synthetic
A4R7E5,9,2021,synthetic
A4R8M8,3,2021,synthetic
A4S0H2,12,2021,synthetic
A4S1L6,13,2021,synthetic
A4S1L9,1,2021,synthetic
A4S3E1,7,2021,synthetic
A4S5B2,4,2021,synthetic
A4S8A5,5,2021,synthetic
A4T0A5,9,2021,synthetic
A4T0L4,5,2021,synthetic
A4T1S4,12,2021,synthetic
A4T2M5,13,2021,synthetic
A4T2N2,5,2021,synthetic
A4T2V2,0,2021,synthetic
A4T3M4,10,2021,synthetic
A4T3S4,2,2021,synthetic
A4T5L2,5,2021,synthetic
A4T6R7,3,2021,synthetic
A4T7E3,7,2021,synthetic
A4T7M4,13,2021,synthetic
A4T8N2,10,2021,synthetic
A4V1C3,6,2021,synthetic
A4V2N4,7,2021,synthetic
A4V3T2,9,2021,synthetic
A4V4G9,4,2021,synthetic
A4V5A6,1,2021,synthetic
A4V6N0,1,2021,synthetic
A4V6Y5,8,2021,synthetic
A4V8P1,7,2021,synthetic
A4V9B8,7,2021,synthetic
A4X0P9,0,2021,synthetic
A4X1J0,1,2021,synthetic
A4X5X5,1,2021,synthetic
A4X7E0,0,2021,synthetic
A4X7S3,5,2021,synthetic
A4X8Y6,4,2021,synthetic
A4Y2T3,2,2021,synthetic
A4Y4J3,5,2021,synthetic
A4Y4K3,1,2021,synthetic
A4Y9E0,4,2021,synthetic
A4Y9N1,6,2021,synthetic
A5A1R7,12,2021,synthetic
A5A1V0,11,2021,synthetic
A5A1X7,4,2021,synthetic
A5A3H7,12,2021,synthetic
A5A5P1,6,2021,synthetic
A5A6S3,14,2021,synthetic
A5A6T2,5,2021,synthetic
A5A6X2,8,2021,synthetic
A5A7M1,1,2021,synthetic
A5A8E7,3,2021,synthetic
A5A8J0,5,2021,synthetic
A5B1A9,5,2021,synthetic
A5B1C7,6,2021,synthetic
A5B5L3,2,2021,synthetic
A5B5R7,4,2021,synthetic
A5C0B6,11,2021,synthetic
A5C1L6,5,2021,synthetic
A5C1N6,2,2021,synthetic
A5C6H5,9,2021,synthetic
A5C6S6,2,2021,synthetic
A5C8L5,0,2021,synthetic
A5C8P1,4,2021,synthetic
A5C8T5,0,2021,synthetic
A5E2B7,1,2021,synthetic
A5E2G2,1,2021,synthetic
A5E6P8,3,2021,synthetic
A5E8E2,0,2021,synthetic
A5E8E7,9,2021,synthetic
A5E9E0,3,2021,synthetic
A5G0L5,3,2021,synthetic
A5G1B4,0,2021,synthetic
A5G1B6,5,2021,synthetic
A5G1N1,1,2021,synthetic
A5G2L6,1,2021,synthetic
A5G3R8,6,2021,synthetic
A5G4X0,3,2021,synthetic
A5G5V7,2,2021,synthetic
A5G9H5,1,2021,synthetic
A5G9J3,3,2021,synthetic
A5G9R8,16,2021,synthetic
A5H0B3,4,2021,synthetic
A5H0P9,10,2021,synthetic
A5H1L0,3,2021,synthetic
A5H2S1,4,2021,synthetic
A5H3X8,4,2021,synthetic
A5H4J7,3,2021,synthetic
A5H5X4,5,2021,synthetic
A5H6C5,9,2021,synthetic
A5H6Y5,10,2021,synthetic
A5J0G8,11,2021,synthetic
A5J1H0,1,2021,synthetic
A5J4B7,11,2021,synthetic
A5J7N7,16,2021,synthetic
A5J8S9,5,2021,synthetic
A5J9E0,2,2021,synthetic
A5J9L4,14,2021,synthetic
A5J9P4,2,2021,synthetic
A5K1P3,5,2021,synthetic
A5K2Y9,5,2021,synthetic
A5K5K4,4,2021,synthetic
A5K5K6,5,2021,synthetic
A5K8X9,2,2021,synthetic
A5K9G0,11,2021,synthetic
A5K9P6,11,2021,synthetic
A5L0B7,6,2021,synthetic
A5L0C3,0,2021,synthetic
A5L2X0,5,2021,synthetic
A5L5A4,1,2021,synthetic
A5L6J1,3,2021,synthetic
A5L9P9,5,2021,synthetic
A5M0L0,2,2021,synthetic
A5M0Y5,1,2021,synthetic
A5M1X7,7,2021,synthetic
A5M2J0,6,2021,synthetic
A5M4N3,7,2021,synthetic
A5M5N2,8,2021,synthetic
A5M6P4,14,2021,synthetic
A5M9J2,8,2021,synthetic
A5N0A8,12,2021,synthetic
A5N3N2,4,2021,synthetic
A5N5H8,7,2021,synthetic
A5N7A9,10,2021,synthetic
A5N8M1,0,2021,synthetic
A5P2K1,12,2021,synthetic
A5P3J0,3,2021,synthetic
A5P4A9,3,2021,synthetic
A5P4G7,3,2021,synthetic
A5P4P3,2,2021,synthetic
A5P4T1,6,2021,synthetic
A5P5S7,1,2021,synthetic
A5P6C4,0,2021,synthetic
A5P7G7,6,2021,synthetic
A5P9C0,7,2021,synthetic
A5P9C2,6,2021,synthetic
A5R0H8,9,2021,synthetic
A5R3N6,8,2021,synthetic
A5R7T5,0,2021,synthetic
A5R9H0,7,2021,synthetic
A5S1G5,2,2021,synthetic
A5S1X6,6,2021,synthetic
A5S3K8,10,2021,synthetic
A5S5P6,5,2021,synthetic
A5S5X7,6,2021,synthetic
A5S6C8,0,2021,synthetic
A5S8K5,0,2021,synthetic
A5T1B2,2,2021,synthetic
A5T3K6,1,2021,synthetic
A5T3R0,0,2021,synthetic
A5T6L1,1,2021,synthetic
A5T8G9,4,2021,synthetic
A5T8K9,5,2021,synthetic
A5T8M9,2,2021,synthetic
A5V5X1,10,2021,synthetic
A5V6L2,0,2021,synthetic
A5V7M4,5,2021,synthetic
A5V8C1,3,2021,synthetic
A5V8H4,2,2021,synthetic
A5V8X7,9,2021,synthetic
A5X1X0,0,2021,synthetic
A5X1Y8,3,2021,synthetic
A5X4B8,9,2021,synthetic
A5X5E8,4,2021,synthetic
A5X5J0,1,2021,synthetic
A5X6A0,2,2021,synthetic
A5X6G5,9,2021,synthetic
A5X6H7,5,2021,synthetic
A5X8B9,3,2021,synthetic
A5Y0H8,5,2021,synthetic
A5Y0V3,2,2021,synthetic
A5Y4X6,2,2021,synthetic
A5Y6J6,8,2021,synthetic
A5Y6T0,2,2021,synthetic
A6A1J9,10,2021,synthetic
A6A3H2,3,2021,synthetic
A6A3P0,9,2021,synthetic
A6A4E5,2,2021,synthetic
A6A5R6,3,2021,synthetic
A6A5Y5,6,2021,synthetic
A6B0E3,1,2021,synthetic
A6B0J1,9,2021,synthetic
A6B1B7,8,2021,synthetic
A6B1E6,1,2021,synthetic
A6B4Y6,1,2021,synthetic
A6C2H8,3,2021,synthetic
A6C4E1,7,2021,synthetic
A6C6M5,7,2021,synthetic
A6C8C0,1,2021,synthetic
A6C9T3,6,2021,synthetic
A6E0X0,6,2021,synthetic
A6E2R4,4,2021,synthetic
A6E6G5,1,2021,synthetic
A6E6J6,0,2021,synthetic
A6G1K3,6,2021,synthetic
A6G2M1,16,2021,synthetic
A6G3B8,4,2021,synthetic
A6G3P1,2,2021,synthetic
A6G4H8,4,2021,synthetic
A6H2B5,3,2021,synthetic
A6H2S6,1,2021,synthetic
A6H4J1,2,2021,synthetic
A6H4Y2,5,2021,synthetic
A6H5K8,7,2021,synthetic
A6H6E7,2,2021,synthetic
A6H6P8,4,2021,synthetic
A6H6Y2,3,2021,synthetic
A6H7E5,3,2021,synthetic
A6H9X7,7,2021,synthetic
A6J0L4,0,2021,synthetic
A6J0N0,0,2021,synthetic
A6J4A7,2,2021,synthetic
A6J4M4,0,2021,synthetic
A6J7J1,4,2021,synthetic
A6J9J0,21,2021,synthetic
A6K0T2,6,2021,synthetic
A6K2H0,5,2021,synthetic
A6K6B2,2,2021,synthetic
A6K6N0,12,2021,synthetic
A6K6V5,6,2021,synthetic
A6K7B2,1,2021,synthetic
A6K9L4,7,2021,synthetic
A6L0K6,0,2021,synthetic
A6L0P3,5,2021,synthetic
A6L0T3,23,2021,synthetic
A6L1T9,5,2021,synthetic
A6L3X6,16,2021,synthetic
A6L4P5,8,2021,synthetic
A6L7G3,3,2021,synthetic
A6L8J5,3,2021,synthetic
A6L8K4,8,2021,synthetic
A6M0N9,7,2021,synthetic
A6M1J0,5,2021,synthetic
A6M2R3,3,2021,synthetic
A6M5T1,9,2021,synthetic
A6M7S8,17,2021,synthetic
A6M8K6,3,2021,synthetic
A6M8Y5,2,2021,synthetic
A6M9A3,5,2021,synthetic
A6M9X8,8,2021,synthetic
A6N1E2,1,2021,synthetic
A6N2N4,2,2021,synthetic
A6P8L4,6,2021,synthetic
A6P8T3,3,2021,synthetic
A6P9L0,4,2021,synthetic
A6R1K6,3,2021,synthetic
A6R6B6,7,2021,synthetic
A6R6J3,2,2021,synthetic
A6S1N0,2,2021,synthetic
A6S3V1,9,2021,synthetic
A6T2C9,2,2021,synthetic
A6T4A1,1,2021,synthetic
A6T7G0,0,2021,synthetic
A6T8C0,3,2021,synthetic
A6T9N9,9,2021,synthetic
A6V0J4,4,2021,synthetic
A6V4X4,2,2021,synthetic
A6V5V8,3,2021,synthetic
A6V6B4,3,2021,synthetic
A6V7H4,12,2021,synthetic
A6V9M8,2,2021,synthetic
A6V9Y2,2,2021,synthetic
A6X2K2,1,2021,synthetic
A6X6G2,0,2021,synthetic
A6X6K0,1,2021,synthetic
A6X7E0,5,2021,synthetic
A6X9T8,2,2021,synthetic
A6Y0K2,6,2021,synthetic
A6Y0M4,9,2021,synthetic
A6Y1X1,0,2021,synthetic
A6Y3N3,3,2021,synthetic
A6Y5G4,1,2021,synthetic
A6Y5Y2,5,2021,synthetic
A6Y8T3,5,2021,synthetic
A7A0C1,4,2021,synthetic
A7A5H3,4,2021,synthetic
A7A5J0,9,2021,synthetic
A7A6Y4,8,2021,synthetic
A7A7A4,2,2021,synthetic
A7A8C1,4,2021,synthetic
A7A8N5,7,2021,synthetic
A7A9L4,15,2021,synthetic
A7B0X2,2,2021,synthetic
A7B4J4,6,2021,synthetic
A7B6C1,7,2021,synthetic
